Tract,Council,OwnDate,LnSalePrice,SalePrice,PropAddr,PropCity,PropZip,PropDate,Acres,LUDesc,FinishArea,NAME10,CoreBin,Quarter,TimeBin,BuildTimeCensus01,Year,PropYear,SaleYear,Age,QuarterByYear,MonthByYear,PopulationTract,PrcntWhite,%Black(onerace),Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree or higher,BAorHigher,BuildPreTrt
37019500,19,12/19/01,13.50762714,735000,1101 LAUREL ST,NASHVILLE,37203,2/7/06,0.43,APARTMENT: HIGH RISE (3 STORIES OR GREATER),49123,195,1,"42,001",0,58.42622951,2001,2006,2001,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,7/31/08,14.05845752,1275000,1100 4TH AVE N,NASHVILLE,37208,10/24/08,1.12,APARTMENT: HIGH RISE (3 STORIES OR GREATER),51702,194,0,"32,008",0,160.6721311,2008,2008,2008,0,3,7,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,12/30/13,14.31628645,1650000,162 3RD AVE N,NASHVILLE,37201,11/14/62,0.21,APARTMENT: HIGH RISE (3 STORIES OR GREATER),43575,195,1,"42,013",1,58.42622951,2013,1962,2013,51,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,12/10/12,15.42993621,5025000,1515 5TH AVE N,NASHVILLE,37208,2/12/13,5.18,APARTMENT: HIGH RISE (3 STORIES OR GREATER),469544,194,0,"42,012",1,160.6721311,2012,2013,2012,0,4,12,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,3/13/19,15.49726932,5375000,212 3RD AVE N,NASHVILLE,37201,6/23/09,0.05,APARTMENT: HIGH RISE (3 STORIES OR GREATER),9416,195,1,"12,019",1,462,2019,1909,2019,110,1,3,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,9/25/12,15.72505321,6750000,1505 DEMONBREUN ST,NASHVILLE,37203,1/18/13,1.53,APARTMENT: HIGH RISE (3 STORIES OR GREATER),308533,195,0,"32,012",1,58.42622951,2012,2013,2012,0,3,9,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016300,19,9/21/21,15.89495222,8000000,1016 16TH AVE S,NASHVILLE,37212,2/4/00,0.35,APARTMENT: HIGH RISE (3 STORIES OR GREATER),11024,163,0,"32,021",1,469,2021,2000,2021,21,3,9,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,9/21/21,15.89495222,8000000,1016 16TH AVE S,NASHVILLE,37212,2/4/00,0.35,APARTMENT: HIGH RISE (3 STORIES OR GREATER),11024,163,0,"32,021",1,469,2021,2000,2021,21,3,9,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37019500,19,12/9/11,16.02817105,9140000,1055 PINE ST,NASHVILLE,37203,5/8/13,0,APARTMENT: HIGH RISE (3 STORIES OR GREATER),304578,195,1,"42,011",1,58.42622951,2011,2013,2011,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,5/12/16,16.11809575,10000000,600 11TH AVE N,NASHVILLE,37203,6/15/01,3.15,APARTMENT: HIGH RISE (3 STORIES OR GREATER),425839,194,1,"22,016",1,1045,2016,2001,2016,15,2,5,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,6/6/19,16.11809575,10000000,908 DIVISION ST,NASHVILLE,37203,6/12/19,0.88,APARTMENT: HIGH RISE (3 STORIES OR GREATER),413880,195,1,"22,019",1,462,2019,2019,2019,0,2,6,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,10/30/20,16.23814412,11275514,800 4TH AVE S,NASHVILLE,37210,11/9/20,1.34,APARTMENT: HIGH RISE (3 STORIES OR GREATER),347430,195,1,"42,020",1,462,2020,2020,2020,0,4,10,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/16/11,16.249124,11400000,201 MIDDLETON ST,NASHVILLE,37210,12/21/16,0.79,APARTMENT: HIGH RISE (3 STORIES OR GREATER),143169,195,1,"42,011",1,58.42622951,2011,2016,2011,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/16/11,16.249124,11400000,210 MIDDLETON ST,NASHVILLE,37210,12/21/16,0.52,APARTMENT: HIGH RISE (3 STORIES OR GREATER),35781,195,1,"42,011",1,58.42622951,2011,2016,2011,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,4/17/19,16.41820032,13500000,641 DIVISION ST,NASHVILLE,37203,11/4/15,1.81,APARTMENT: HIGH RISE (3 STORIES OR GREATER),434855,195,1,"22,019",1,462,2019,2015,2019,4,2,4,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,8/25/20,16.55635065,15500000,645 DIVISION ST,NASHVILLE,37203,3/12/21,1.29,APARTMENT: HIGH RISE (3 STORIES OR GREATER),386745,195,1,"32,020",1,462,2020,2021,2020,0,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/18/20,16.75994959,19000000,810 DIVISION ST,NASHVILLE,37203,1/29/21,1.28,APARTMENT: HIGH RISE (3 STORIES OR GREATER),564708,195,1,"42,020",1,462,2020,2021,2020,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/2/19,16.84564431,20700000,805 DIVISION ST,NASHVILLE,37203,1/8/20,2.35,APARTMENT: HIGH RISE (3 STORIES OR GREATER),218025,195,1,"42,019",1,462,2019,2020,2019,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016300,19,11/30/18,17.09265533,26500000,1221 DIVISION ST,NASHVILLE,37203,4/5/17,2.06,APARTMENT: HIGH RISE (3 STORIES OR GREATER),0,163,0,"42,018",1,469,2018,2017,2018,1,4,11,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37019500,19,7/28/17,17.1223973,27300000,500 REP JOHN LEWIS WAY N,NASHVILLE,37219,10/20/67,0.89,APARTMENT: HIGH RISE (3 STORIES OR GREATER),135920,195,1,"32,017",1,462,2017,1967,2017,50,3,7,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,3/19/21,17.1477151,28000000,1111 CHURCH ST,NASHVILLE,37203,12/10/21,1.5,APARTMENT: HIGH RISE (3 STORIES OR GREATER),683135,195,1,"12,021",1,462,2021,2021,2021,0,1,3,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,3/19/21,17.1477151,28000000,1111 CHURCH ST,NASHVILLE,37203,12/10/21,1.5,APARTMENT: HIGH RISE (3 STORIES OR GREATER),683135,195,1,"12,021",1,462,2021,2021,2021,0,1,3,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,4/2/14,17.79050838,53250000,515 MADISON ST,NASHVILLE,37208,2/4/09,2.73,APARTMENT: HIGH RISE (3 STORIES OR GREATER),341904,194,0,"22,014",1,160.6721311,2014,2009,2014,5,2,4,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,8/6/21,17.87422796,57900000,1600 MCGAVOCK ST,NASHVILLE,37203,6/25/15,1.24,APARTMENT: HIGH RISE (3 STORIES OR GREATER),268393,195,0,"32,021",1,462,2021,2015,2021,6,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,8/6/21,17.87422796,57900000,1600 MCGAVOCK ST,NASHVILLE,37203,6/25/15,1.24,APARTMENT: HIGH RISE (3 STORIES OR GREATER),268393,195,0,"32,021",1,462,2021,2015,2021,6,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/30/20,18.10494209,72925000,320 11TH AVE S,NASHVILLE,37203,12/2/20,0,APARTMENT: HIGH RISE (3 STORIES OR GREATER),309264,195,1,"42,020",1,462,2020,2020,2020,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016400,19,8/12/21,18.1425529,75720000,70 MUSIC SQ W,NASHVILLE,37203,6/26/15,1.34,APARTMENT: HIGH RISE (3 STORIES OR GREATER),311675,164,0,"32,021",1,109,2021,2015,2021,6,3,8,4402,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37019400,19,11/30/17,18.1508386,76350000,1001 4TH AVE N,NASHVILLE,37219,8/29/14,3.91,APARTMENT: HIGH RISE (3 STORIES OR GREATER),493318,194,1,"42,017",1,1045,2017,2014,2017,3,4,11,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,8/9/18,18.31532024,90000000,501 REP JOHN LEWIS WAY S,NASHVILLE,37203,11/10/15,1.89,APARTMENT: HIGH RISE (3 STORIES OR GREATER),462170,195,1,"32,018",1,462,2018,2015,2018,3,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,6/17/19,18.435594,101502500,1201 CHURCH ST,NASHVILLE,37203,5/11/15,3.44,APARTMENT: HIGH RISE (3 STORIES OR GREATER),674271,195,1,"22,019",1,462,2019,2015,2019,4,2,6,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,11/12/20,18.46947092,105000000,210 STOCKYARD ST,NASHVILLE,37201,12/13/18,1.52,APARTMENT: HIGH RISE (3 STORIES OR GREATER),197358,194,1,"42,020",1,1045,2020,2018,2020,2,4,11,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,11/12/20,18.46947092,105000000,211 STOCKYARD ST,NASHVILLE,37201,12/13/18,1.6,APARTMENT: HIGH RISE (3 STORIES OR GREATER),315485,194,1,"42,020",1,1045,2020,2018,2020,2,4,11,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,12/15/21,18.75786702,140100000,205 DEMONBREUN ST,NASHVILLE,37201,4/1/15,0.73,APARTMENT: HIGH RISE (3 STORIES OR GREATER),483413,195,1,"42,021",1,462,2021,2015,2021,6,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/15/21,18.75786702,140100000,205 DEMONBREUN ST,NASHVILLE,37201,4/1/15,0.73,APARTMENT: HIGH RISE (3 STORIES OR GREATER),483413,195,1,"42,021",1,462,2021,2015,2021,6,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,6/17/21,18.87774794,157943500,1515 DEMONBREUN ST,NASHVILLE,37203,4/6/15,1.54,APARTMENT: HIGH RISE (3 STORIES OR GREATER),735587,195,0,"22,021",1,462,2021,2015,2021,6,2,6,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,6/17/21,18.87774794,157943500,1515 DEMONBREUN ST,NASHVILLE,37203,4/6/15,1.54,APARTMENT: HIGH RISE (3 STORIES OR GREATER),735587,195,0,"22,021",1,462,2021,2015,2021,6,2,6,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016100,17,8/15/19,0,0,461 HUMPHREYS ST,NASHVILLE,37203,12/19/19,0.89,APARTMENT: HIGH RISE (3 STORIES OR GREATER),51026,161,0,"32,019",1,606,2019,2019,2019,0,3,8,2047,39.60199005,52.08955224,0.21,0.19,0.51,0.09,0.08,8
37019500,19,7/20/18,0,0,800 19TH AVE S,NASHVILLE,37203,3/31/83,0.68,APARTMENT: HIGH RISE (3 STORIES OR GREATER),535852,195,0,"32,018",1,462,2018,1983,2018,35,3,7,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/19/16,0,0,120 20TH AVE S,NASHVILLE,37203,10/12/21,1.94,APARTMENT: HIGH RISE (3 STORIES OR GREATER),385012,195,0,"42,016",1,462,2016,2021,2016,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,6/5/15,0,0,111 17TH AVE S,NASHVILLE,37203,7/28/15,1.28,APARTMENT: HIGH RISE (3 STORIES OR GREATER),510103,195,0,"22,015",1,462,2015,2015,2015,0,2,6,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,9/10/15,0,0,818 19TH AVE S,NASHVILLE,37203,11/4/15,0.98,APARTMENT: HIGH RISE (3 STORIES OR GREATER),529415,195,0,"32,015",1,462,2015,2015,2015,0,3,9,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019300,6,11/6/19,0,0,120 S 5TH ST,NASHVILLE,37206,3/17/16,2.17,APARTMENT: HIGH RISE (3 STORIES OR GREATER),342539,193,0,"42,019",1,92,2019,2016,2019,3,4,11,3523,18.69654969,80.33028605,0.47,0.35,0.18,0,0.1,4
37014200,21,12/21/15,0,0,1903 JEFFERSON ST,NASHVILLE,37208,1/27/16,0.66,APARTMENT: HIGH RISE (3 STORIES OR GREATER),25708,142,0,"42,015",1,150,2015,2016,2015,0,4,12,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37016400,19,6/8/11,0,0,1016 18TH AVE S,NASHVILLE,37212,12/22/52,0.52,APARTMENT: HIGH RISE (3 STORIES OR GREATER),52250,164,0,"22,011",1,22.72131148,2011,1952,2011,59,2,6,4402,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37019500,19,8/31/04,0,0,4 ACADEMY PL,NASHVILLE,37210,1/29/07,1.8,APARTMENT: HIGH RISE (3 STORIES OR GREATER),0,195,1,"32,004",0,58.42622951,2004,2007,2004,0,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,8/31/04,0,0,8 ACADEMY PL,NASHVILLE,37210,12/15/09,1.26,APARTMENT: HIGH RISE (3 STORIES OR GREATER),141032,195,1,"32,004",0,58.42622951,2004,2009,2004,0,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,8/31/04,0,0,115 MIDDLETON ST,NASHVILLE,37210,4/28/14,2.94,APARTMENT: HIGH RISE (3 STORIES OR GREATER),345300,195,1,"32,004",0,58.42622951,2004,2014,2004,0,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,4/5/05,0,0,555 CHURCH ST,NASHVILLE,37219,4/5/05,0,APARTMENT: HIGH RISE (3 STORIES OR GREATER),206568,195,1,"22,005",0,58.42622951,2005,2005,2005,0,2,4,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,4/15/08,0,0,1209 PINE ST,NASHVILLE,37203,7/27/00,1.78,APARTMENT: HIGH RISE (3 STORIES OR GREATER),74786,195,1,"22,008",0,58.42622951,2008,2000,2008,8,2,4,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,10/20/15,0,0,941 JEFFERSON ST,NASHVILLE,37208,8/27/15,0.72,APARTMENT: HIGH RISE (3 STORIES OR GREATER),74521,194,1,"42,015",1,1045,2015,2015,2015,0,4,10,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,12/15/15,0,0,100 MIDDLETON ST,NASHVILLE,37210,9/25/17,1.68,APARTMENT: HIGH RISE (3 STORIES OR GREATER),57308,195,1,"42,015",1,462,2015,2017,2015,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,8/3/16,0,0,700 4TH AVE N,NASHVILLE,37219,5/4/72,0.18,APARTMENT: HIGH RISE (3 STORIES OR GREATER),17163,194,1,"32,016",1,1045,2016,1972,2016,44,3,8,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,11/30/16,0,0,160 2ND AVE N 101-103,NASHVILLE,37201,1/1/80,0.41,APARTMENT: HIGH RISE (3 STORIES OR GREATER),60630,195,1,"42,016",1,462,2016,1980,2016,36,4,11,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,11/30/16,0,0,211 UNION ST 1-9,NASHVILLE,37201,6/25/71,0.36,APARTMENT: HIGH RISE (3 STORIES OR GREATER),189937,195,1,"42,016",1,462,2016,1971,2016,45,4,11,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,12/1/16,0,0,406 11TH AVE N,NASHVILLE,37203,5/1/17,4.83,APARTMENT: HIGH RISE (3 STORIES OR GREATER),902232,194,1,"42,016",1,1045,2016,2017,2016,0,4,12,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,12/1/16,0,0,406 11TH AVE N,NASHVILLE,37203,5/1/17,4.83,APARTMENT: HIGH RISE (3 STORIES OR GREATER),902232,194,1,"42,016",1,1045,2016,2017,2016,0,4,12,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,8/30/17,0,0,1200 BROADWAY,NASHVILLE,37203,5/4/20,0,APARTMENT: HIGH RISE (3 STORIES OR GREATER),392139,195,1,"32,017",1,462,2017,2020,2017,0,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/15/17,0,0,505 CHURCH ST,NASHVILLE,37219,7/29/22,0,APARTMENT: HIGH RISE (3 STORIES OR GREATER),463246,195,1,"42,017",1,462,2017,2022,2017,0,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,6/29/18,0,0,805 LEA AVE,NASHVILLE,37203,5/7/19,0.69,APARTMENT: HIGH RISE (3 STORIES OR GREATER),516378,195,1,"22,018",1,462,2018,2019,2018,0,2,6,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019400,19,10/26/18,0,0,909 ROSA L PARKS BLVD,NASHVILLE,37208,11/12/13,2.17,APARTMENT: HIGH RISE (3 STORIES OR GREATER),381662,194,1,"42,018",1,1045,2018,2013,2018,5,4,10,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,10/26/18,0,0,909 ROSA L PARKS BLVD,NASHVILLE,37208,11/12/13,2.17,APARTMENT: HIGH RISE (3 STORIES OR GREATER),381662,194,1,"42,018",1,1045,2018,2013,2018,5,4,10,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019500,19,8/30/19,0,0,530 6TH AVE S,NASHVILLE,37203,5/3/19,1.32,APARTMENT: HIGH RISE (3 STORIES OR GREATER),418818,195,1,"32,019",1,462,2019,2019,2019,0,3,8,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,11/25/19,0,0,900 CHURCH ST,NASHVILLE,37203,4/8/20,0.31,APARTMENT: HIGH RISE (3 STORIES OR GREATER),376920,195,1,"42,019",1,462,2019,2020,2019,0,4,11,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/16/19,0,0,211 7TH AVE N,NASHVILLE,37219,3/29/78,0.35,APARTMENT: HIGH RISE (3 STORIES OR GREATER),64954,195,1,"42,019",1,462,2019,1978,2019,41,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,12/20/19,0,0,803 DIVISION ST,NASHVILLE,37203,8/1/73,0.94,APARTMENT: HIGH RISE (3 STORIES OR GREATER),360197,195,1,"42,019",1,462,2019,1973,2019,46,4,12,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,9/3/20,0,0,723 PRESIDENT RONALD REAGAN WAY,NASHVILLE,37210,4/13/18,0.51,APARTMENT: HIGH RISE (3 STORIES OR GREATER),128968,195,1,"32,020",1,462,2020,2018,2020,2,3,9,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,9/3/20,0,0,700 3RD AVE S,NASHVILLE,37210,6/10/19,0.95,APARTMENT: HIGH RISE (3 STORIES OR GREATER),243306,195,1,"32,020",1,462,2020,2019,2020,1,3,9,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,9/3/20,0,0,723 PRESIDENT RONALD REAGAN WAY,NASHVILLE,37210,4/13/18,0.51,APARTMENT: HIGH RISE (3 STORIES OR GREATER),128968,195,1,"32,020",1,462,2020,2018,2020,2,3,9,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,5/12/22,0,0,200 11TH AVE N,NASHVILLE,37203,12/23/53,4.33,APARTMENT: HIGH RISE (3 STORIES OR GREATER),359626,195,1,"22,022",1,462,2022,1953,2022,69,2,5,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37019500,19,5/12/22,0,0,200 11TH AVE N,NASHVILLE,37203,12/23/53,4.33,APARTMENT: HIGH RISE (3 STORIES OR GREATER),359626,195,1,"22,022",1,462,2022,1953,2022,69,2,5,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37014400,21,2/25/00,9.903537551,20000,516 19TH AVE N,NASHVILLE,37203,5/24/00,0.6,APARTMENT: LOW RISE (BUILT SINCE 1960),13348,144,0,"12,000",0,126.5901639,2000,2000,2000,0,1,2,1250,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37019400,19,10/25/11,12.36734505,235000,1609 4TH AVE N,NASHVILLE,37208,6/17/96,0.53,APARTMENT: LOW RISE (BUILT SINCE 1960),8354,194,0,"42,011",1,160.6721311,2011,1996,2011,15,4,10,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37019400,19,11/23/04,12.43372203,251128,1319 A 5TH AVE N,NASHVILLE,37208,2/24/66,0.19,APARTMENT: LOW RISE (BUILT SINCE 1960),2884,194,0,"42,004",0,160.6721311,2004,1966,2004,38,4,11,3639,38.68266816,59.14038515,0.01,0.28,0.54,0.17,0.34,99
37014200,21,3/30/15,12.69465573,326000,1826 JEFFERSON ST,NASHVILLE,37208,11/7/74,0.15,APARTMENT: LOW RISE (BUILT SINCE 1960),3850,142,0,"12,015",1,150,2015,1974,2015,41,1,3,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014400,19,12/8/04,12.9598468,425000,810 17TH AVE N,NASHVILLE,37203,5/19/05,2.89,APARTMENT: LOW RISE (BUILT SINCE 1960),83778,144,0,"42,004",0,126.5901639,2004,2005,2004,0,4,12,1250,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37014200,19,6/13/14,13.45740745,699000,1201 PHILLIPS ST,NASHVILLE,37208,5/16/97,0.64,APARTMENT: LOW RISE (BUILT SINCE 1960),12120,142,0,"22,014",1,14.60655738,2014,1997,2014,17,2,6,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014400,19,1/1/17,13.72668044,915000,1701 PEARL ST,NASHVILLE,37203,10/22/08,1.48,APARTMENT: LOW RISE (BUILT SINCE 1960),31757,144,0,"12,017",1,113,2017,2008,2017,9,1,1,1250,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37016400,19,3/17/21,13.82546188,1010000,1023 17TH AVE S,NASHVILLE,37212,7/31/69,0.18,APARTMENT: LOW RISE (BUILT SINCE 1960),4940,164,0,"12,021",1,109,2021,1969,2021,52,1,3,4402,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016400,19,3/17/21,13.82546188,1010000,1023 17TH AVE S,NASHVILLE,37212,7/31/69,0.18,APARTMENT: LOW RISE (BUILT SINCE 1960),4940,164,0,"12,021",1,109,2021,1969,2021,52,1,3,4402,84.3836886,6.394810009,0,0.18,0.71,0.11,0.61,14
37016200,17,6/22/21,14.3461394,1700000,1009 8TH AVE S,NASHVILLE,37203,7/8/21,0.97,APARTMENT: LOW RISE (BUILT SINCE 1960),133311,162,0,"22,021",1,657,2021,2021,2021,0,2,6,3299,25.55900621,71.64596273,0.22,0.42,0.32,0.04,0.2,12
37019500,19,4/17/15,14.59253968,2175000,506 CHURCH ST,NASHVILLE,37219,6/23/38,0.06,APARTMENT: LOW RISE (BUILT SINCE 1960),11880,195,1,"22,015",1,462,2015,1938,2015,77,2,4,5916,65.06024096,28.98450947,0.32,0.3,0.22,0.16,0.45,36
37016300,19,9/21/21,15.89495222,8000000,1020 16TH AVE S,NASHVILLE,37212,7/27/71,0.17,APARTMENT: LOW RISE (BUILT SINCE 1960),5040,163,0,"32,021",1,469,2021,1971,2021,50,3,9,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37016300,19,9/21/21,15.89495222,8000000,1020 16TH AVE S,NASHVILLE,37212,7/27/71,0.17,APARTMENT: LOW RISE (BUILT SINCE 1960),5040,163,0,"32,021",1,469,2021,1971,2021,50,3,9,2189,36.38475836,61.29182156,0.29,0.15,0.45,0.11,0.31,7
37012600,5,12/2/21,17.21837325,30050000,660 JOSEPH AVE,NASHVILLE,37207,7/21/99,9.03,APARTMENT: LOW RISE (BUILT SINCE 1960),116372,126,0,"42,021",1,266,2021,1999,2021,22,4,12,1999,19.71326165,78.3922171,0.19,0.72,0.09,0,0.13,23
37012600,5,12/2/21,17.21837325,30050000,651 JOSEPH AVE,NASHVILLE,37207,7/21/99,1.81,APARTMENT: LOW RISE (BUILT SINCE 1960),20804,126,0,"42,021",1,266,2021,1999,2021,22,4,12,1999,19.71326165,78.3922171,0.19,0.72,0.09,0,0.13,23
37011800,5,7/28/16,0,0,1008 LISCHEY PL,NASHVILLE,37207,12/20/06,8.36,APARTMENT: LOW RISE (BUILT SINCE 1960),0,118,0,"32,016",1,391,2016,2006,2016,10,3,7,2673,14.22035837,83.75905452,0.3,0.12,0.59,0,0.17,18
37011800,5,7/28/16,0,0,1100 ANISHA PL,NASHVILLE,37207,12/20/06,1.29,APARTMENT: LOW RISE (BUILT SINCE 1960),0,118,0,"32,016",1,391,2016,2006,2016,10,3,7,2673,14.22035837,83.75905452,0.3,0.12,0.59,0,0.17,18
37011800,5,7/28/16,0,0,200 MERIDIAN ST,NASHVILLE,37207,12/20/06,0.9,APARTMENT: LOW RISE (BUILT SINCE 1960),0,118,0,"32,016",1,391,2016,2006,2016,10,3,7,2673,14.22035837,83.75905452,0.3,0.12,0.59,0,0.17,18
37011800,5,7/28/16,0,0,302 FOSTER ST,NASHVILLE,37207,3/4/05,3.88,APARTMENT: LOW RISE (BUILT SINCE 1960),0,118,0,"32,016",1,391,2016,2005,2016,11,3,7,2673,14.22035837,83.75905452,0.3,0.12,0.59,0,0.17,18
37014400,19,4/15/08,0,0,405 FISK ST,NASHVILLE,37203,5/4/53,0.18,APARTMENT: LOW RISE (BUILT SINCE 1960),4945,144,0,"22,008",0,126.5901639,2008,1953,2008,55,2,4,1250,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37014400,21,11/10/09,0,0,1813 I JO JOHNSTON AVE,NASHVILLE,37203,10/8/70,0.13,APARTMENT: LOW RISE (BUILT SINCE 1960),4440,144,0,"42,009",0,126.5901639,2009,1970,2009,39,4,11,1250,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
37014200,19,8/22/18,0,0,1601 HERMAN ST,NASHVILLE,37208,12/12/74,1.21,APARTMENT: LOW RISE (BUILT SINCE 1960),31020,144,0,"32,018",1,113,2018,1974,2018,44,3,8,2249,4.602888087,93.18592058,0.07,0.18,0.73,0.02,0.14,9
37014400,21,11/10/09,0,0,1813 A JO JOHNSTON AVE,NASHVILLE,37203,12/11/95,0.46,APARTMENT: LOW RISE (BUILT SINCE 1960),9408,144,0,"42,009",0,126.5901639,2009,1995,2009,14,4,11,1250,10.94650206,85.59670782,0.47,0.07,0.09,0.38,0.24,78
